tube_fluid,shell_fluid,shell_diameter,tube_outer_diameter,tube_inner_diameter,tube_length,number_of_tubes,tube_pitch,baffle_spacing,number_of_baffles,tube_mass_flow_rate,shell_mass_flow_rate,tube_inlet_temp,tube_outlet_temp,shell_inlet_temp,shell_outlet_temp,tube_thermal_conductivity,heat_transfer_rate,heat_flux
steam,water,0.5980429273895005,0.026941191179955935,0.021223927914458034,2.8882609010969915,20,0.03516820018436573,0.2609908109860894,10,0.27957777884275586,3.501421023887343,458.83390348510676,444.1783527112329,334.4183560657018,334.9810603673793,385.0,66401.92068965864,13581.49438274023
water,steam,0.5715313902186996,0.026539870342222528,0.023520064517767912,3.307868388245107,24,0.034588060205968885,0.21026648176668752,14,2.9358588265017227,0.9511861735502207,503.59280716980066,488.07271559095216,335.09727383372416,434.71672470436573,16.0,8847.50667097236,1336.6348054258988
steam,oil,0.5012762329135748,0.022208714711915486,0.017665229133791076,2.9562811969162244,18,0.02778308537958559,0.18625286089466267,14,0.8224253037634549,2.2307687972272934,390.39168240807516,383.21568685648987,338.02380914565333,340.5560255983064,205.0,8289.220556870394,2232.6577352564746
steam,steam,0.5500378261706882,0.025234601302868715,0.019121708363360947,2.926815455578805,24,0.03769708750015246,0.15603240960986312,17,0.6763002159251257,0.7984247140462397,460.7903027881414,436.8270880594369,397.76607053985146,418.06394836123417,385.0,3081.9688549388247,553.4461160633338
glycol,glycol,0.5156184439551952,0.025698539434139554,0.018837078675479242,3.043513142633085,25,0.03334245552893409,0.1553960575161667,18,0.9239251923067568,3.1619627601096987,341.3186116744762,330.7810470672926,281.79792954731823,284.8770048384514,16.0,10988.057599517155,1788.7408425150502
steam,water,0.5444898454357894,0.022068741646495197,0.017939418223912457,2.52905075003997,18,0.030759628342243394,0.24422040931395192,9,0.9534315284270661,3.9988810651884457,488.33173236414154,481.9377326929155,313.2119154267003,313.94498198338766,385.0,96194.55903316692,30478.45972262028
water,oil,0.5507498587378201,0.024806947051615066,0.02026316207412598,2.809128124579892,23,0.03500936179911078,0.1640003065071594,16,1.4218907568523746,2.7616295493593466,438.41621975448163,403.97739472236526,357.37181072170057,392.66623670494243,205.0,13478.580660620457,2676.8348987724144
oil,glycol,0.5034493801294515,0.026508717002579268,0.020002361005847197,2.540609364571023,18,0.03870651578843908,0.14628490354601692,16,1.883111975275566,2.3156162256601283,365.0244717310711,356.72552382081693,346.94005444464364,352.8453365965214,205.0,831.9095797469572,218.43747325682895
steam,glycol,0.5015626867860659,0.02556867693505764,0.019970146670684998,2.503662643153677,18,0.03674844217644939,0.15247187593775852,15,0.10562129796835862,0.46812150237260697,484.7893488865483,471.72765102327907,291.72657091983905,294.19475393495327,16.0,38644.84091923066,10675.422718274585
oil,glycol,0.5726030555801873,0.02298860858966209,0.01923107878199872,3.2709712189593905,21,0.03213504813717956,0.24234594736876788,12,0.3749186063634714,1.6998193836749025,380.1691472091679,371.0695976794911,340.8188095350681,342.574961778857,16.0,3106.030566869468,626.1049670942351
steam,water,0.5205058040161603,0.026639605379927513,0.021634262833071315,2.517650326969984,26,0.03926955731827515,0.1993759133156929,11,0.1694420170162014,4.912646089630758,479.3767463029566,468.2818547854173,366.65015937486675,366.834172359719,16.0,43354.53397531763,7913.855260240338
water,steam,0.5211421424353064,0.025033376014044484,0.021169371110824647,3.4496400442325656,24,0.03653360718621275,0.21474181167270057,15,4.070128492255326,0.4326153633879636,445.6501341923528,438.96655476656673,301.41555448453505,432.1817592441257,205.0,3967.6292673324797,609.3639635936079
water,steam,0.536249939819828,0.02266613148070576,0.016021716890748744,2.687325378743777,23,0.03183848936585425,0.14225767184007412,17,0.6048896871407202,0.6151602943405876,457.7908362412193,436.1563590629209,359.24791460345875,403.4878529389863,385.0,3787.985753848827,860.6626790565259
glycol,oil,0.52013512388775,0.025353901427072827,0.02019246156476269,3.463409097997047,22,0.03219738401682033,0.18210341875648045,18,2.3343316365044458,2.0015127166879196,368.44264641271474,363.05102420819463,305.90972185464756,313.0961916134768,16.0,8734.348848841773,1439.1610252456674
oil,steam,0.5379468478565452,0.023821332553488405,0.019742744890528262,3.08967809516144,24,0.03558629068643626,0.1630286545975665,17,0.5287621469570093,0.8857092233359004,457.1250051754673,444.08778273369774,427.2522283344317,435.3838563402301,385.0,965.4785389003202,173.98116083471157
steam,water,0.5301038722910206,0.024051304389968425,0.019836836973366415,2.9706925208147794,24,0.030979549056528072,0.13596123750151834,20,0.07923361690556281,4.286693105378575,396.01002486277486,386.5657298905029,353.758587934555,353.8425293730514,385.0,12492.672706982443,2318.9848435517524
steam,glycol,0.5575579336830105,0.027014553293627393,0.021641424117044363,3.061402841701848,21,0.037576067208107224,0.17630330316986728,16,0.9608477864698167,1.1584436666674627,466.77951421390907,454.94846070955674,355.2082054423507,363.4266174289437,205.0,51315.08062278473,9404.973509079955
glycol,oil,0.5053924792766297,0.02264957608200074,0.018211558769073558,3.117886126174416,18,0.028383511436088218,0.22010152604693026,13,3.179359065840501,0.637585563296557,534.629534809957,521.7346453281813,322.57469572822316,396.0617222087792,16.0,28472.80325061037,7129.967033133363
steam,glycol,0.5070334957971888,0.02402533690152335,0.019612703960737294,3.2155001030056285,24,0.03430948225562028,0.222451378617856,13,0.20705942454668025,1.8179704156739749,417.9302802128727,381.25904203593177,305.555539297317,309.05352943506915,16.0,30991.264509182864,5320.5945849255995
steam,water,0.5118132956673931,0.026816670763512455,0.022834928761060733,3.1973923756538447,20,0.03829417632193519,0.1270772916815486,24,0.312155592125446,1.3099039280503626,434.9636222352869,411.6618252211294,348.53538643342637,351.20556844248813,385.0,50335.269859280816,9343.11593480393
oil,oil,0.535490506494854,0.027887920485939504,0.023027831603364753,3.109928122915843,18,0.03638999920548042,0.12316052052932365,24,1.89891653049844,2.2410921627188154,508.1616145791644,476.379051755609,375.32978139785536,402.2597019657079,16.0,8528.752229897213,1738.988207126262
oil,glycol,0.5745679574838982,0.027893805806596617,0.02226073431759067,3.317022954768909,21,0.03539050073952159,0.18531362822403996,16,2.3782245581988346,3.4118255122577406,516.2429466385141,505.10252149140234,386.0642458870344,392.85903316620323,16.0,13605.319855309766,2228.8628153667087
glycol,oil,0.5672344839363314,0.02637342706329037,0.02051101104167089,3.2648605616158557,21,0.03528793196040642,0.18269904450581212,16,3.7333541564301895,1.6783436284277182,539.7070209156617,532.4025710183699,361.6066699668774,380.1760655288149,16.0,23354.725503085978,4111.25481065412
oil,oil,0.575110686300323,0.024814389228311865,0.018053169679993777,3.361694513847527,22,0.03121502648774028,0.173627512858039,18,0.69220326608297,2.5004491691681787,533.9653770573667,496.62541469162295,350.81573715406955,361.1526175128818,385.0,16370.857326003455,2839.468365447744
water,glycol,0.5573709070619051,0.024917430830650213,0.018622807567920372,3.299001959869611,19,0.03693916500942665,0.16483239734561328,19,0.721314350549741,0.9490273617900185,332.0236940047215,314.6823071954549,286.82138480022417,309.77730488680135,16.0,7389.1325281456475,1505.9277888164354
steam,oil,0.5657304890880223,0.02705772598594043,0.021946493582691268,3.0569238407591683,26,0.035782851300506596,0.1993348118625607,14,0.3964383617051895,1.9937132743529487,533.8851371724102,522.289919178285,470.3588417455615,472.5656705956752,16.0,17442.127025018355,2581.6675202952533
glycol,glycol,0.5211391435414808,0.023256616740015494,0.01767771789019004,3.1065679706615072,26,0.03287793195517057,0.18773655187391364,15,1.1754443946506912,2.213014599686497,351.97043000779723,338.31536962123914,296.9123447593741,304.1652405117429,385.0,9398.70938758866,1592.6399460768007
water,glycol,0.5088869493334751,0.027801203963533264,0.0211666515473357,2.9033517646792895,25,0.03574201905414102,0.17414888502445547,15,2.6033258512148194,1.3073557365895787,384.15041219248576,375.66390830327725,340.90404306138913,370.33664173915054,16.0,14410.38342407915,2273.120160616983
water,oil,0.5365982245071796,0.026054376786350152,0.02268671235737671,2.7194295761730247,26,0.035347278883137295,0.12336432234156956,21,1.0974366241680726,1.4351592908328827,473.42582786644795,443.9851095995492,355.46433095582194,400.27534079534104,205.0,19072.1689271474,3295.477555059219
steam,glycol,0.5398901612989075,0.02687005807296766,0.022777918739261303,2.5951126214488904,22,0.03884986804070252,0.16759471679227217,14,0.9283961289054538,2.3472038276455267,468.3916421233849,458.0177776792838,367.0973574904541,370.53379064680854,16.0,40354.64391879697,8373.290352288075
glycol,glycol,0.5313090404498142,0.026373381575514436,0.019894200377416113,2.840812270480769,18,0.03674987508222799,0.15543109825517307,17,1.7306358138351938,1.979070780856098,369.28643626801505,350.7738690883086,307.10528645589665,323.2939503870426,16.0,5998.889429862484,1415.924596011486
steam,glycol,0.587978196758397,0.023410623466611814,0.019989340365713325,2.9065398952742987,25,0.03315499187985844,0.14113558285023417,19,0.9891536631201081,2.685117059895083,503.65513304485955,477.6033418375074,381.6494858355795,389.68702207994056,205.0,60920.64659940835,11399.488229182074
glycol,glycol,0.5040128440440758,0.02715497207130265,0.021699947612679307,3.024740079087201,18,0.033997914446145285,0.20037566690022815,14,2.968776143257555,2.7143454386573156,343.2311875447057,337.14438482105595,308.90263411811566,315.55998673703107,16.0,3491.648578280083,751.7453109853524
water,glycol,0.555436475804766,0.024688579762705876,0.01920623523643694,2.841707948777807,18,0.03157192427578139,0.2271562976181362,11,0.7062965304509795,3.4524160215493507,369.78453063722617,363.3965233376492,357.26492196679084,359.5410379753125,385.0,1761.352942302881,443.9647220446161
glycol,steam,0.5858432593397745,0.022529844504180312,0.018833805048174206,3.4590652648409805,25,0.033216058892627964,0.24995489004398244,12,3.1587651471366436,0.8435269766947597,513.1869414446948,476.02297618197395,300.7187551588778,466.8898919818868,385.0,5717.528888634698,934.1175587607775
oil,oil,0.5889133813288843,0.023231804319208866,0.019831127842246284,2.845467613780155,26,0.033387528019033046,0.14908989192341904,18,0.679812476516462,2.438252897258519,498.8128518355534,488.3754180459158,403.93496416827685,406.84503872247427,16.0,7966.759707998803,1475.4412107479989
glycol,oil,0.576224260003269,0.02759312436723699,0.023768420555854146,2.927634896719038,21,0.03792956372898215,0.16467312409297008,16,3.295238303246743,1.0759555717108418,485.7885596833368,473.5498369451376,388.97729315098246,431.81443944223344,16.0,8853.918664772295,1661.3019202275236
glycol,glycol,0.5766545258377377,0.022320309027072816,0.01879691914824678,2.9199417878682334,26,0.0329034038486924,0.1918392501772819,14,3.137879854657765,1.2151204957312156,372.28839102388366,355.61878483310585,283.13870058042977,326.18564253793784,205.0,10597.437486713254,1990.6882183824887
glycol,oil,0.5428828118587542,0.027799542186732865,0.024249112898040368,2.9474199796644345,18,0.038615464973575875,0.13548253908763813,20,0.7727098556773591,2.3171218491805687,429.9396302912608,410.28993367608234,336.60526169419603,344.09411589665683,16.0,8872.195585813368,1914.8248826458548
glycol,glycol,0.5768025124502789,0.0222965721239353,0.017036268395715176,3.1845622177503357,25,0.032209969236729315,0.12808894066086216,23,1.1184963908984669,1.0673693660229289,354.72978414446317,349.19629627621606,285.7655455603616,291.5640876646531,205.0,13703.567730697358,2457.28727301552
glycol,glycol,0.5885217301195963,0.02767808334478986,0.023349131127349917,3.229737332149642,18,0.0396918677503622,0.20230900267728988,14,2.549501436868844,2.798834871721083,359.19624642889926,344.36243422320297,323.71765798711556,337.2300041118476,205.0,3076.8606788488864,608.670477640834
steam,steam,0.5021747056513312,0.023326732348831158,0.01847513794459375,3.4830538532297126,25,0.03468406278999912,0.20256825034932335,16,0.27258467165052597,0.6137144538595471,511.80340263100675,478.55074562756073,407.95030805377473,422.7196597185251,16.0,5296.367443767993,829.9924279752144
glycol,oil,0.5002319294358372,0.02776895484492494,0.020904186330522732,2.687058888928952,22,0.03524920802188265,0.1696087085783462,14,0.7183500382265572,2.692183279201542,364.618293176444,328.72495113372156,282.49104776541014,293.4365915137713,385.0,7110.768553629591,1378.819036824909
oil,water,0.5337933551080446,0.022078898299394065,0.01814132057619774,3.2950282600991843,21,0.03249203897880984,0.1628981174060003,19,1.6355751210322045,3.733108585745588,415.0059862849307,394.6795209079032,334.97292114435254,339.4470115027817,16.0,7904.730445507665,1646.9535654190577
steam,water,0.5644501469033849,0.02452293691160374,0.020269884298293846,2.879583246927001,19,0.03517823986872964,0.12099526272192061,22,0.6841444086341233,1.2260045053933744,437.1626687662853,422.60605326403333,300.41273276329224,304.3187657096443,385.0,108876.08355809684,25830.14817380884
water,glycol,0.5065467965424825,0.02678343381304114,0.02082317728424162,2.9339536015968743,25,0.03572765933897383,0.11794566751527998,23,2.6126439166101285,3.5536704907066405,362.8422100448867,347.56841056919103,309.24775589868034,328.8053393233484,205.0,27205.847837654015,4408.114697664007
steam,water,0.5918309124593181,0.02469686158341895,0.0204987947800686,3.4944513144868465,19,0.033612833912511554,0.22278267949510328,14,0.6484916020343293,2.8325680186025544,488.46631926799256,462.40318905918497,307.7039350178586,310.57319801988007,385.0,136797.5971888494,26555.484759524665
steam,water,0.5611380286416136,0.02584598251415427,0.02178390257090348,3.030611312008018,19,0.035793380326812445,0.1890073792249579,15,0.7215893994566451,2.5307359898374173,410.2281090897528,402.53245066651425,341.456223412044,342.5113604349812,205.0,48937.003747962925,10466.720224946464
oil,glycol,0.5222631708936752,0.024269669816375183,0.019230144273770816,2.995724625974584,25,0.030337714137266818,0.23226896881969358,11,1.6229594924242974,3.957427734182927,467.1889095061567,435.72767685899925,366.34141527821436,377.631013193333,385.0,8664.337293154489,1517.3288373074201
glycol,water,0.515616347696801,0.024239523709486583,0.019874622847896838,3.323846958313109,24,0.03507084509570611,0.2093246161040133,14,3.771961013359228,1.4979209006057532,378.9501173349969,368.8717841091723,322.794302879009,337.36572663498987,16.0,10436.032503520115,1717.9448092413757
steam,water,0.549965580110347,0.022063402104199367,0.016164802754575075,2.6002238156582935,24,0.03158310530492585,0.11389011101820144,21,0.10180244385448806,2.821751972552569,384.82479218729515,366.9627943494616,301.51228257398907,301.8221594539269,205.0,31309.075888685304,7238.122402500392
steam,steam,0.5737752353117196,0.025106070443492886,0.021885208318485706,2.76430772474995,22,0.03141495768444215,0.2132757862775572,11,0.7386662179234919,0.18074101714851645,492.29990971012285,472.342813393319,382.3698543293504,463.9320425345603,205.0,3112.358303788621,648.8613480802194
water,steam,0.5880437929761565,0.023929389060948943,0.018095257317371903,2.9023902844076064,20,0.030389803194761287,0.2309111588470714,11,0.6349988230101705,0.9866028656067973,463.9912616260419,452.87155068540073,357.26493543877234,372.14840795856423,205.0,4665.162164620354,1069.0535351190929
oil,water,0.5343174088264318,0.02651029127913802,0.020572718769840445,3.3616962106010613,23,0.03767222715435723,0.12232449440392636,26,2.401630501968005,3.925649683931425,532.2511773318066,494.3624894177633,351.484187566499,363.1293949758761,16.0,20382.026466002593,3165.1674315811033
glycol,steam,0.5541037674419218,0.022795476360410027,0.016526197824638607,2.7600029613821024,22,0.031648010693716595,0.12534572710417755,21,2.0627703302538727,0.8852034319236355,513.2218797637605,477.32953442900646,320.7929671950068,420.6606122457201,385.0,7120.823139517923,1637.5683109626846
steam,water,0.5019951608260027,0.02435769741855793,0.02057465264702185,3.1035316741279653,24,0.030824890860359104,0.11144234666080134,26,0.21377898680167043,1.3364789293066324,498.31861042808765,485.828608261764,341.9275485132138,342.8882427549832,205.0,91556.78878697909,16063.383370055131
steam,water,0.5781950250076037,0.02271495132486923,0.018014141015811613,3.215270667885868,22,0.029360007819197488,0.14038691934256523,21,0.36563981521251704,2.060418907813697,406.458087016238,397.1978239988336,349.65301444340815,350.44322176969297,385.0,42448.14933675769,8409.242139407972
water,glycol,0.5644531515598021,0.02412889453579065,0.0194089047643587,3.38581271007895,21,0.03489214551238144,0.12115357222665178,26,2.6014546710365067,3.9962560253880905,332.01163511459,322.9847655877575,290.28023550151204,300.5147009506762,16.0,23601.908908848076,4379.026832125457
glycol,oil,0.5963206565247824,0.024434526262345938,0.017471779985479965,2.6396126165412808,20,0.0343444082706643,0.14084405237592904,17,1.3817189679864337,1.516394518658138,518.2121392789795,492.30275346946627,380.238074647903,407.21898373862246,16.0,12994.707270851259,3206.583204692634
steam,glycol,0.507184613568725,0.02482885130365723,0.01931270163703344,3.253160970293439,22,0.03213768384651395,0.1710065963567473,18,0.6857428441157223,2.552019582585812,476.26846446548416,454.0521259788326,350.15340213424844,355.1529943264639,205.0,54026.601788227934,9677.716985088904
water,oil,0.5704408654797559,0.022555345242892086,0.01756921598630474,3.059717988368565,24,0.03363045856631043,0.11780607507269591,24,0.8309853718840141,0.9813120972893591,528.396491138824,507.84213527583296,313.96285725120424,348.6083772786907,385.0,45545.30609196958,8752.893252119562
glycol,steam,0.5218785801398287,0.027634087455372672,0.023129907903092314,3.260733384714304,18,0.036982223709672774,0.13863974385322653,22,0.8794822768502093,0.9953488672310375,433.2475537701272,409.0908507048083,343.16974940659594,368.655921469866,16.0,3484.652458789643,683.8749166188294
oil,oil,0.5610183189157002,0.022421816158145893,0.017579494501553303,3.0111766688546724,21,0.03157673376733621,0.1654665632780118,17,2.9645260657814765,2.698520955764674,410.79809616921654,402.3334788795748,379.75056700071804,389.0495789422046,16.0,1821.54115870085,408.9430175195705
glycol,oil,0.5674539256853838,0.027024012561041443,0.02392367937850175,3.461383521741148,20,0.037320967490615094,0.15432751185076216,21,0.7822866008729307,2.9939209264674913,429.8371201794147,412.05048889236537,342.9639623314622,348.2753893090967,385.0,10891.213637158728,1853.0914520975023
steam,water,0.563618484871645,0.02584273729744485,0.0199385694721404,2.8642290777612653,23,0.03311948831997067,0.2529506833537104,10,0.6313354704968056,1.5647095713977266,428.49142735931883,406.9205559463029,322.73595663364637,326.9211344678803,205.0,69163.93117744077,12931.702325596945
oil,water,0.5361640497350796,0.02397002146091402,0.018015553672276273,2.8905807183306464,22,0.03364754951668032,0.148757571096353,18,0.9146509060668265,1.9275328553292341,534.156560358721,498.4961669890187,352.2252615111271,360.7265102221015,16.0,18600.702522955195,3884.2150750574056
steam,glycol,0.5595185717409525,0.024349343417453376,0.019606351558259516,2.7471119681699356,22,0.031924408077624644,0.24735377916338083,10,0.16555236102582666,0.9382216294199358,494.2556474204068,467.68302396600336,305.081066378731,309.00796045831163,385.0,47466.62538018951,10267.203912159586
steam,water,0.5746623596900564,0.027751406844291285,0.022494306240271104,3.003373902084812,24,0.03595186603909533,0.25142714089134005,10,0.41088024086414987,0.8927383604005268,389.8557473013586,369.05950234216243,302.10001213879815,306.70253294128935,205.0,54044.13548136387,8599.89309598366
oil,oil,0.593650262475695,0.023886418250781118,0.019157604972448002,3.4337586377973506,20,0.035368431140146636,0.15210597805713186,21,1.1655662890414056,2.9234592017621854,515.990696937112,477.73203760960814,375.1697826600594,390.42328903674445,205.0,10739.894522744291,2084.00784915424
water,oil,0.5041539803902028,0.022920133362767985,0.019469517585860827,3.428673116375929,25,0.029234006347860126,0.10420326537587121,31,0.5569990213223698,1.629771565196313,409.79677847207876,380.77140177395546,316.3282573430396,336.0735032866438,385.0,18333.89099606978,2970.4451748036363
glycol,water,0.5368625721650967,0.025506377552330466,0.02172341110407395,3.337944356204136,23,0.03666989204595658,0.22408418415556,13,3.0710502736940626,4.152133685819066,389.68073861864235,372.0672190634451,361.5801102211665,369.060025929887,16.0,3396.0000619952125,552.0292679966575
steam,oil,0.5005293900508643,0.027329202514286305,0.023332374798876572,3.1098575658611622,21,0.035511746396809554,0.16890090450680878,17,0.5881983161252816,2.606304158409793,442.333954847732,435.0107325956973,432.37479317196943,433.9566881864922,205.0,1275.4045938342083,227.46330874182314
steam,water,0.5662432394862746,0.026024707953438548,0.022510527564226973,3.017556387049545,21,0.037176939379748176,0.23279600867954625,11,0.5233803948483301,4.851624084157424,393.5413290146119,370.9751574366875,365.7500378859141,366.92063640069455,205.0,9054.094061171494,1747.569980021932
glycol,steam,0.5138356704459469,0.026936075241028153,0.02240733439990209,2.667072149831063,23,0.03876242927200626,0.21839249290003643,11,0.5174537646236353,0.595889407399076,470.20174450188455,445.4004497068628,385.912138928968,411.6276656540491,205.0,2631.0830070518155,506.8596975111711
glycol,water,0.5663270680370909,0.024242091590705353,0.017689605937101293,3.3046750860388987,19,0.03337805953128658,0.140308114806515,22,2.7480661115756337,3.168198518356457,365.8497519487343,350.53264447989744,318.6828410118124,326.311118970341,205.0,7722.137603798091,1614.8612319378974
steam,oil,0.5593178906884413,0.023779608801009985,0.01838115322096829,3.312216884763467,18,0.035306096299367845,0.203740649469515,15,0.5067671776833987,2.540839301295541,485.3859661151178,449.42470304068377,440.437716208842,447.30275475612285,205.0,4523.790672849065,1015.6794148211224
oil,oil,0.574439932520635,0.022650371650659158,0.016807133704265252,3.237622879168986,20,0.033109252264452896,0.11750565220821574,26,0.9285778350828058,1.8616189436265869,455.19534090682873,444.938237091788,397.81345296283695,402.92970905133353,385.0,4883.624402800754,1059.889998557698
steam,glycol,0.5050232402980536,0.026865262057613314,0.020138498302950135,2.725957202392147,18,0.03628908112803316,0.18001430476387986,14,0.4099195529008855,1.30188036848729,405.82752842045096,394.7479276249269,348.326442950015,351.2481487636012,16.0,16272.250581547158,3929.299484862002
oil,oil,0.5327624815722973,0.024017524673768928,0.017721850489995764,3.007857991240544,20,0.03414497758007548,0.11697033799914523,24,2.6321113981478828,1.9401485335946358,473.4326071221987,440.7042452423852,387.4572081247967,431.8582902352267,385.0,4162.989340547121,917.1489152396468
oil,glycol,0.5471557592512359,0.026074427938566885,0.022804488325338552,2.641004141437414,23,0.03659143498953352,0.1873981715358178,13,0.6035028738222887,2.6704075003432743,418.13352504316396,387.45387654288305,359.04875477949753,365.11556257230535,16.0,3333.6894178635403,669.9826504172277
glycol,glycol,0.595801969755225,0.02601345261679121,0.019490474913998083,2.5840354014453304,20,0.03860648273126701,0.12337228502240619,19,1.271619955355398,1.8657607121810584,372.6060935639637,354.5094282966261,327.6757649264139,340.00965132947385,205.0,4640.905097955127,1098.819511722547
oil,steam,0.5612235301058001,0.02558209934805087,0.019383787660004544,2.5114731055189394,23,0.03298020258104443,0.20008757444507977,11,1.0040562979258247,0.45838218241317935,475.92058083977804,449.50451269238715,339.14899026538495,399.6025320920894,16.0,3513.252759166271,756.7753442402679
steam,glycol,0.5348980666668105,0.023275747983499653,0.017444720793619608,3.414651819445929,18,0.03385047263980858,0.16408197321273807,19,0.4500653300467158,0.47321821057080327,504.68622814574263,466.60309763430877,336.9414997310669,367.2756313599284,16.0,54985.55119135691,12234.215669128174
water,steam,0.5053541169669115,0.02535639989574867,0.0216750118278761,3.379478198062995,24,0.03513437154991267,0.17537869553012658,18,0.655739717310825,0.8453869371976716,489.60814382382597,458.71730674279945,314.3219014058507,364.1513243246445,16.0,9964.746998093042,1542.2966693706162
water,water,0.5543755860648901,0.02479979697709998,0.019566779253563545,3.2785437040775447,25,0.03706947207330795,0.23693912259397104,12,0.9035680762749863,4.739992126308249,352.0003863081789,330.24822089921946,320.3925492431902,324.5390882520423,385.0,7927.889758055018,1241.4768288165333
oil,oil,0.530000297127398,0.024846697321060825,0.020084012587826595,2.9353237111236656,19,0.03419410917422142,0.1958479850073894,13,1.0740247358769264,0.7052026248441382,544.1717060112447,535.723592140467,373.6502938208596,386.51678488181625,385.0,11326.196051400835,2601.6922836899066
oil,oil,0.5066449085421645,0.027599802573321383,0.023935414591328096,3.0769665723047828,21,0.039036814155209786,0.15608636071310186,18,2.830040769369442,2.909167034122314,418.6933150603116,408.60094132471636,395.65699827498224,405.4748701250477,16.0,1046.8088028011946,186.83982204168822
water,steam,0.5093884353280361,0.022666274988986646,0.016505088762073388,3.4450509083324086,22,0.033019383837057485,0.1732431850864983,18,0.703884334889068,0.5492124108343942,413.91305661691496,408.7078355205447,351.50094778552216,365.37426648232105,205.0,3375.804067700656,625.502257313545
steam,water,0.5676375295070517,0.024301125194396103,0.018140064884585565,2.6845487760574143,18,0.03082951487437216,0.22071940615413418,11,0.5937741756833327,3.6679805033381583,511.34031493663326,487.59414511883864,345.2599458746696,347.1083955522006,385.0,98600.16370868357,26727.453105861357
glycol,oil,0.5185480277942538,0.024685823519572787,0.01858688778311819,3.1153999289920997,23,0.03419997026646035,0.1879599978599931,15,3.5438807628802684,0.7876803199218227,530.2600313880034,502.1807887829545,283.33823569956473,427.7180379220955,16.0,20544.531417243754,3697.065168662185
glycol,water,0.5126703456794106,0.025160329139999202,0.019709427807567723,2.687404116451848,22,0.03373960778654089,0.13941293183928954,18,0.6514486299356411,3.3735659593155303,345.9446545811373,336.47434777788766,295.36221645458636,296.4122180959343,205.0,8894.607658004445,1903.2899148531035
steam,water,0.5981885562586301,0.02689868867155394,0.020559985078858506,3.241073312115293,23,0.036476255965884274,0.2044144281025306,14,0.21393682413349846,1.4590930517792744,458.5564133681092,419.0920995951933,359.42255241855185,362.20499932609596,205.0,49248.80424364216,7818.042346866522
steam,oil,0.5002648278052724,0.023921459342324623,0.02066676709993256,2.764932100417103,26,0.034128669886544644,0.1557406866773701,16,0.29008845033442104,1.4327884120883725,501.90979361499586,465.58575273394695,458.4631714078259,465.5023064348335,205.0,4177.644463454104,773.2788198411637
steam,oil,0.5942854259989232,0.02423617737899712,0.0194767495731097,2.8210948938282767,21,0.030672704172636355,0.25381791860396435,10,0.23853632342798706,2.827965981722178,388.67664966562984,354.75884858175243,345.13858493982957,347.8769086812814,385.0,4024.0018778773733,892.0869578074155
oil,glycol,0.5303128079915845,0.02622793630045642,0.0212983596196656,3.2872516741466082,25,0.03832627382588519,0.15809105198317844,19,0.7932162178224419,0.6623792929739326,514.8602400116954,489.98179560446795,387.85062121138486,413.9191254111916,16.0,12658.641158553817,1869.3909334744694
steam,glycol,0.5086668592599737,0.027527901883916576,0.02276914332955907,2.52176370947139,25,0.036376366371176215,0.10262791779942305,23,0.7466385946337453,0.6980722900515882,408.4435694490584,383.6976002055006,345.01459546895364,367.18120753523635,16.0,22609.098631206798,4146.8264967616
steam,water,0.5485507738168413,0.025085847498525517,0.018437952867679498,3.2079017535882794,18,0.03295689572903049,0.18108851327368247,16,0.6060058203655164,1.8099623834881076,477.5804410979071,449.3203926467381,305.0644369736376,309.6143167799281,385.0,123914.17815424356,27230.071787748395
oil,water,0.5016840837785713,0.023488235240346923,0.01803468775351095,2.6634361347378213,25,0.03196504327750304,0.16955353776775134,14,1.832009137291986,4.432230526195787,501.06480183033284,466.7273878067329,300.4020070953119,307.53243992112596,205.0,21318.988790844684,4338.943995518022
steam,water,0.5464025110650943,0.023066341931822883,0.01831239628115997,3.0448756684154628,21,0.03292162722049861,0.17223699318139993,16,0.8866220405545389,1.1400009884864393,447.0976311907251,433.425225792727,301.15638962621546,306.26965105887473,385.0,124232.82889628659,26811.364553168572
steam,glycol,0.555902713471022,0.026726116494802398,0.02176464362254525,2.5317483598267265,19,0.03929147075966595,0.16591834951140214,14,0.8039775975177923,1.8619386958982913,505.98219723858125,496.9594777691089,283.777008606412,287.0398866394957,205.0,81260.7473436874,20119.674211588623
steam,glycol,0.516228616950991,0.02513152930726059,0.01965988012899242,2.849071610254218,22,0.03653493326345398,0.16834571415272553,15,0.15186098816965057,2.956079099051323,433.5331685174456,403.6816525460195,286.03552116432417,287.31986521283477,205.0,40047.031154101074,8092.365497842785
oil,glycol,0.5027493108144808,0.024704445293088826,0.019285576007792956,2.5423111876281816,20,0.03491629804142769,0.13436693676051983,17,2.003885249850647,3.707486430251473,529.158870963178,519.1828210637774,297.41073823215777,302.1287600425164,205.0,18422.510763266928,4668.368555675646
water,water,0.5908928177737981,0.02626892139622243,0.020255258848325058,3.3433875293689894,19,0.032942445489364425,0.17949855053702105,17,2.35922345378647,4.892112537956676,354.0607519131542,341.9182844735276,308.5907076671524,314.44641800663095,205.0,49210.41555882593,9386.95205349477
oil,steam,0.5549170942396168,0.026887187878144952,0.0217930771612288,2.76100008594217,20,0.036936964691026766,0.22688090258397817,11,1.6171691641383246,0.9750832537802969,474.25481055575625,440.0182423132395,378.6036297886815,437.9271914315237,205.0,1790.4257851649536,383.85274741470795
